Date,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2018-05-03,84.22152709960938,124.27999877929688,153.60829162597656,232.07492065429688,84.34890312842596,124.76000213623047,154.1779057601629,232.7288433491431,84.21356419971053,124.23999786376953,151.15891173607986,228.9201373860479,84.24540972539293,124.66000366210938,152.84879162747055,231.75680484646094,4499200,4857400,60337100,136311500
2018-05-04,84.27731323242188,124.54000091552734,156.52281188964844,235.07949829101562,84.33304142222785,124.6500015258789,156.88357755078243,235.75995770217375,84.15789394743274,124.0,152.82975881298637,230.7759269200338,84.32507851685068,124.0999984741211,152.94369319801766,231.10288831433,2317100,5883600,41543200,91222100
2018-05-07,84.23748779296875,124.56999969482422,157.823486328125,235.87484741210938,84.29321597153714,124.69999694824219,158.33614044383222,236.84688607701938,84.20564225179882,124.30000305175781,157.13043486570265,235.15903278879605,84.29321597153714,124.5,157.2538577673338,235.84833775703208,1533400,3397500,32500200,55304900
2018-05-08,84.14196014404297,124.58999633789062,157.6620635986328,235.87484741210938,84.18972542048654,124.94999694824219,158.00382328364213,236.23713704212827,84.07030615546148,123.79000091552734,156.51331820775644,234.31069685820916,84.11807750582119,124.13999938964844,157.49116926987494,235.50368527291405,2591700,5551100,26040200,67499200
2018-05-09,84.04637908935547,124.33000183105469,159.38047790527344,238.15475463867188,84.10210724038646,124.87000274658203,159.49439783955623,238.48171603515163,84.00657066408493,124.23999786376953,157.38679213777573,236.02505582298372,84.03841618951877,124.44999694824219,157.94691779634363,236.54643034279098,2507500,4405600,29122700,59666100
2018-05-10,84.23748779296875,125.18000030517578,161.0323486328125,240.38160705566406,84.2454506967402,125.37000274658203,161.1462830347706,240.7085953665572,84.14195724337489,124.75,159.76968311750747,238.7909741028311,84.18972251817182,125.22000122070312,159.89310601702218,238.89701270393888,2096700,5218400,27067600,72063900
2018-05-11,84.27731323242188,125.0,160.8804473876953,241.1150665283203,84.30915878001346,125.58999633789062,161.26019006720205,241.38016301005507,84.1977024004015,124.94000244140625,160.17790749572774,239.99276183006265,84.30915878001346,125.56999969482422,160.84246442799184,240.50531765222445,2034100,4299200,24688800,59871500
2018-05-14,84.19766998291016,124.48999786376953,161.1558074951172,241.22998046875,84.26931788196774,125.20999908447266,162.1716419243376,242.20201900063026,84.1817441782875,124.44000244140625,160.88998464165482,240.6820693919491,84.22155261592935,125.16000366210938,161.25075043689333,241.54809628614152,2183500,3753200,21821700,54790600
2018-05-15,83.823486328125,122.4800033569336,159.37095642089844,239.56863403320312,83.98270791907261,122.81999969482422,159.96906497897382,240.01929810214165,83.74387553265119,122.12999725341797,158.52601653844195,238.62307819662107,83.98270791907261,122.81999969482422,159.8836250381792,240.00163399076862,2166400,10911900,49361600,87036100
2018-05-16,83.72797393798828,122.29000091552734,160.4247589111328,240.57601928710938,83.92700402117676,122.61000061035156,160.79501314028263,241.0355558477446,83.7120542038563,122.02999877929688,159.5038675872526,239.5774441834004,83.87923874486468,122.37999725341797,159.5798190299316,239.6039808016906,2477500,4943300,22941200,53942600
2018-05-17,83.61649322509766,122.36000061035156,159.80767822265625,240.37277221679688,83.75979508621519,122.43000030517578,161.02287236999885,241.4508762019442,83.59261059389712,122.04000091552734,159.0291867761909,239.59511990382418,83.74387535671963,122.2300033569336,159.8646381848353,240.31090738096805,2789000,7781300,27480200,56536400
2018-05-18,83.83141326904297,122.41000366210938,158.9817352294922,239.7718048095703,83.84733299174297,122.6500015258789,159.74122073283328,240.39039913594385,83.71995698840769,122.01000213623047,158.74439238813375,239.4183338951149,83.71995698840769,122.05000305175781,159.1905836025308,240.0280826839939,2151100,6837100,26217900,64368000
2018-05-21,83.83938598632812,122.4800033569336,159.8740997314453,241.57464599609375,83.88715731130733,122.52999877929688,160.91841381619972,242.11371162243094,83.78365783544646,121.97000122070312,159.19055132801597,240.86770386147953,83.81550336079498,122.16000366210938,160.21587393316,241.25653012595149,1952200,4126700,22954600,58025900
